PELÍCULA;;;;;;COMENTARIOS;;
Título;Año;Estrellas;Género;Duración;Reseña;ComTexto;Calificación;ComFechaHora
La noche del demonio: Capítulo 3;2015;2;Terror;97';<p>La trama se ubica varios años antes de que la familia Lambert afronte los eventos fantasmales de <em>La Noche del Demonio</em> y <em>La Noche del Demonio 2</em>. Esta precuela narra cómo Quinn Brenner (Stefanie Scott), una chica adolescente aspirante a actriz, es poseída por un malévolo ente sobrenatural. Su padre (Dermot Mulroney) pide la ayuda de Elise (Lin Shaye), una psíquica excepcional, quien pronto se encuentra frente al más implacable enemigo que haya enfrentado jamás.</p>;Misma estructura que las dos anteriores, por lo que ya deja de ser efectiva. No me exalté en ningún momento. Deberían cambiar la fórmula.;2;11:19.0
La noche del demonio: Capítulo 3;2015;5;Terror;97';<p>La trama se ubica varios años antes de que la familia Lambert afronte los eventos fantasmales de <em>La Noche del Demonio</em> y <em>La Noche del Demonio 2</em>. Esta precuela narra cómo Quinn Brenner (Stefanie Scott), una chica adolescente aspirante a actriz, es poseída por un malévolo ente sobrenatural. Su padre (Dermot Mulroney) pide la ayuda de Elise (Lin Shaye), una psíquica excepcional, quien pronto se encuentra frente al más implacable enemigo que haya enfrentado jamás.</p>;Linda, mete unos julepes como para saltar de la silla. A modo de precuela de las anteriores, va contando el inicio de la saga.;5;40:50.0
La noche del demonio: Capítulo 3;2015;4;Terror;97';<p>La trama se ubica varios años antes de que la familia Lambert afronte los eventos fantasmales de <em>La Noche del Demonio</em> y <em>La Noche del Demonio 2</em>. Esta precuela narra cómo Quinn Brenner (Stefanie Scott), una chica adolescente aspirante a actriz, es poseída por un malévolo ente sobrenatural. Su padre (Dermot Mulroney) pide la ayuda de Elise (Lin Shaye), una psíquica excepcional, quien pronto se encuentra frente al más implacable enemigo que haya enfrentado jamás.</p>;Buena pelicula para tener algunos  sobresaltos me molesta un poco la gente que se pone nerviosa en estas peliculas y hacen ruido o comentarios en voz alta pero es lo que hay...;4;31:13.0
La noche del demonio: Capítulo 3;2015;3;Terror;97';<p>La trama se ubica varios años antes de que la familia Lambert afronte los eventos fantasmales de <em>La Noche del Demonio</em> y <em>La Noche del Demonio 2</em>. Esta precuela narra cómo Quinn Brenner (Stefanie Scott), una chica adolescente aspirante a actriz, es poseída por un malévolo ente sobrenatural. Su padre (Dermot Mulroney) pide la ayuda de Elise (Lin Shaye), una psíquica excepcional, quien pronto se encuentra frente al más implacable enemigo que haya enfrentado jamás.</p>;Esta entretenida, que es un nivel al que muchas películas del agonizante género de Terror ni llegan. Se deja ver y tiene algunos sustos interesantes. No deberían continuarla ya que, a pesar de sus errores, es un buen cierre a la saga, que ni debería haber pasado de la primera, que es muy superior.;3;18:30.0
La noche del demonio: Capítulo 3;2015;1;Terror;97';<p>La trama se ubica varios años antes de que la familia Lambert afronte los eventos fantasmales de <em>La Noche del Demonio</em> y <em>La Noche del Demonio 2</em>. Esta precuela narra cómo Quinn Brenner (Stefanie Scott), una chica adolescente aspirante a actriz, es poseída por un malévolo ente sobrenatural. Su padre (Dermot Mulroney) pide la ayuda de Elise (Lin Shaye), una psíquica excepcional, quien pronto se encuentra frente al más implacable enemigo que haya enfrentado jamás.</p>;Ya con la segunda tenían que haberla cortado.  Están forzando una historia que no da para mucho más. El que sienta que es mala tiene razón pero nunca se puede calificar como buena.;1;18:29.0
La noche del demonio: Capítulo 3;2015;1;Terror;97';<p>La trama se ubica varios años antes de que la familia Lambert afronte los eventos fantasmales de <em>La Noche del Demonio</em> y <em>La Noche del Demonio 2</em>. Esta precuela narra cómo Quinn Brenner (Stefanie Scott), una chica adolescente aspirante a actriz, es poseída por un malévolo ente sobrenatural. Su padre (Dermot Mulroney) pide la ayuda de Elise (Lin Shaye), una psíquica excepcional, quien pronto se encuentra frente al más implacable enemigo que haya enfrentado jamás.</p>;No me gusto , fui por que vi la primera y la segunda   .... pero esta es mala deja mucho que desear  para colmo es la típica que van al inicio después de su hicieron la 1 y la 2 bueno;1;52:14.0
Spy: una espía despistada;2015;3;Acción-Comedia;120';<p>Susan Cooper (Melissa McCarthy), una analista de la CIA confinada a un escritorio, es una mujer modesta y la heroína no reconocida detrás de las misiones más peligrosas de la agencia. Pero cuando su socio (Jude Law) desaparece de la faz de la tierra, se ofrece como voluntaria para infiltrarse de lleno en el mundo de un letal traficante de armas, y evitar un desastre mundial.</p>;me divirtió la escena del pancho!;3;40:48.0
Spy: una espía despistada;2015;1;Acción-Comedia;120';<p>Susan Cooper (Melissa McCarthy), una analista de la CIA confinada a un escritorio, es una mujer modesta y la heroína no reconocida detrás de las misiones más peligrosas de la agencia. Pero cuando su socio (Jude Law) desaparece de la faz de la tierra, se ofrece como voluntaria para infiltrarse de lleno en el mundo de un letal traficante de armas, y evitar un desastre mundial.</p>;Nos pasó exactamente lo mismo. Antes de comprar las entradas vimos la clasificación (apta todo publico). Fuimos con mi esposo, nuestros hijos de 7 y 9 y sus amiguitos de las mismas edades, (7 personas), nos levantamos a mitad de pelicula y salimos espantados, vocabulario vulgar, excenas de sexo, hasta muetran como se derrite la garganta de una persona al tomar veneno, (impresiona). Pedi para hablar con el encargado, me contestaron lo mismo la clasificación la pone el INAU.. Que le pasa al INAU!!??.. y los dueños de las salas de cines no les importa nada?,  o solamente $$$.. DEBERIAN CAMBIAR URGENTE LA CLASIFICACIÓN!!;1;35:21.0
Spy: una espía despistada;2015;3;Acción-Comedia;120';<p>Susan Cooper (Melissa McCarthy), una analista de la CIA confinada a un escritorio, es una mujer modesta y la heroína no reconocida detrás de las misiones más peligrosas de la agencia. Pero cuando su socio (Jude Law) desaparece de la faz de la tierra, se ofrece como voluntaria para infiltrarse de lleno en el mundo de un letal traficante de armas, y evitar un desastre mundial.</p>;Yo me reí bastante, no es la gran peicula, pero es divertida.;3;09:35.0
Spy: una espía despistada;2015;4;Acción-Comedia;120';<p>Susan Cooper (Melissa McCarthy), una analista de la CIA confinada a un escritorio, es una mujer modesta y la heroína no reconocida detrás de las misiones más peligrosas de la agencia. Pero cuando su socio (Jude Law) desaparece de la faz de la tierra, se ofrece como voluntaria para infiltrarse de lleno en el mundo de un letal traficante de armas, y evitar un desastre mundial.</p>;En relación a quienes dicen que es apta para todo público. Compré la entrada en Movie Portones el 19/06 y allí informaban que era para mayores de 13.  La película en sí, si bien concuerdo que tiene palabrotas, es muy divertida. Cuando uno no se está riendo es porque hay alguna escena de acción. Melissa McCarthy cada vez mejor!!;4;21:39.0
Spy: una espía despistada;2015;1;Acción-Comedia;120';<p>Susan Cooper (Melissa McCarthy), una analista de la CIA confinada a un escritorio, es una mujer modesta y la heroína no reconocida detrás de las misiones más peligrosas de la agencia. Pero cuando su socio (Jude Law) desaparece de la faz de la tierra, se ofrece como voluntaria para infiltrarse de lleno en el mundo de un letal traficante de armas, y evitar un desastre mundial.</p>;"Es una vergüenza, ví que decía apta todo público y llevé a mi hija de 9 años, esperaba fuera para toda la familia y me asombré mal, mostrarle a niños escenas de sexo explicito además del vocabulario vulgar de principio a fin no es lo que al menos yo concideraría ""inocente"", al salir pedí para hablar con el encargado del Movie del Montevideo Shopping y me dijo que no era el único que se había quejado pero que la calificación la hacía el INAU. De todas formas son responsables por no cuidar a los niños, patéticos y voy a hacer la denuncia en cuanto lugar corresponda por cierto.";1;41:18.0
Spy: una espía despistada;2015;3;Acción-Comedia;120';<p>Susan Cooper (Melissa McCarthy), una analista de la CIA confinada a un escritorio, es una mujer modesta y la heroína no reconocida detrás de las misiones más peligrosas de la agencia. Pero cuando su socio (Jude Law) desaparece de la faz de la tierra, se ofrece como voluntaria para infiltrarse de lleno en el mundo de un letal traficante de armas, y evitar un desastre mundial.</p>;Comedia divertida y con mucha acción. Genial Melissa McCarthy.  Vi los cortos antes y esperaba reirme un poco mas.  De todos modos, cumple su cometido.  La recomiendo.;3;25:45.0
Terminator: Génesis;2015;3;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;entretenida, mucha acción, nada nuevo pero me gusto.;3;27:42.0
Terminator: Génesis;2015;2;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;Una peli malaaa, entretenida pero mala, con muchos argumentos ilogicos, bien Arnold y interesante el T3000, después malo todo. Si son fans de la saga de terminator no pueden considerar esta peli como buena o parte de la saga.;2;40:32.0
Terminator: Génesis;2015;3;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;Entretriene, la vì como una remake de las anteriores, NOTA: la mina que hace el papel de Sarah es un terminator, pero de madera, HORRIBLEE.;3;40:29.0
Terminator: Génesis;2015;3;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;Me gustó, no tanto como la segunda, pero entretiene. Buenos efectos y la historia es un poco rebuscada, pero hace que el espectador se involucre en la accion. Está buena.;3;05:46.0
Terminator: Génesis;2015;3;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;las primeras tres no se tratan de una trilogía, la 3 apesta y no es de cameron, en cuanto a tu comentario, estas adelantado información de la peli a otros que no la han visto, dedícate a otra cosa;3;59:58.0
Terminator: Génesis;2015;5;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;Muy buena película, siguiendo la saga. Acción y mas Terminators!! No se vayan enseguida cuando termina...;5;20:20.0
Terminator: Génesis;2015;5;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;Excelente pelicula, Arnold como siempre un capo! Se recomienda;5;39:48.0
Terminator: Génesis;2015;5;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;Es excellente para fans de la primera epoca y tambien para que las nuevas generaciones puedan conocer la serie, Schwarzenegger(el apellido muy dificil de escribir) siempre fue una masa de accion saltando de la pantalla y rompiendolo todo , como no habra otro igual,  aun un poco oxidado da batalla, vale la pena ir a verla!!;5;34:36.0
Terminator: Génesis;2015;2;Acción-Ciencia ficción;119';<p>Cuando el líder de la resistencia, John Connor (Jason Clarke), envía al Sargento Kyle Reese (Jai Courtney) de vuelta a 1984 para proteger a Sarah Connor (Emilia Clarke) y salvaguardar el futuro, se producirán acontecimientos inesperados que crearán una fractura en la línea del tiempo. Ahora, el Sargento Reese se encuentra en una nueva y desconocida versión del pasado donde contará con aliados inesperados, como el Guardián (Arnold Schwarzenegger), nuevos y peligrosos enemigos y una inesperada misión: restablecer el futuro.</p>;Buena acción pero más vale ver las dos primeras entregas nuevamente. Esta deja muchas preguntas sin responder y tiene muchas líneas ilógicas que tratan de explicar con palabrería ridículo. Schwarzenegger ya no está para esto.;2;50:17.0
Lugares oscuros;2015;3;Drama-Misterio;113';<p>Basada en la novela de Gillian Flynn (<em>Perdida</em>), <em>Lugares Oscuros</em> relata la historia de Libby Day (Charlize Theron), una mujer que sobrevivió al brutal asesinato de su familia cuando era niña. En la actualidad se ve obligada a enfrentarse nuevamente a ese traumático acontecimiento cuando una sociedad secreta, obsesionada con resolver crímenes, reabre el caso.</p>;No leí la novela pero la pelicula cuenta una historia bastante coherente y logra mantenerte atento hasta el final.  Nada más. Para verla en el living de tu casa.;3;40:48.0
Lugares oscuros;2015;1;Drama-Misterio;113';<p>Basada en la novela de Gillian Flynn (<em>Perdida</em>), <em>Lugares Oscuros</em> relata la historia de Libby Day (Charlize Theron), una mujer que sobrevivió al brutal asesinato de su familia cuando era niña. En la actualidad se ve obligada a enfrentarse nuevamente a ese traumático acontecimiento cuando una sociedad secreta, obsesionada con resolver crímenes, reabre el caso.</p>;Mala, no vale la pena. Muy estirada para llenar el film, con el argumento poco inteligente que tiene, la historia se filmaba en 15 minutos.;1;21:46.0
Lugares oscuros;2015;4;Drama-Misterio;113';<p>Basada en la novela de Gillian Flynn (<em>Perdida</em>), <em>Lugares Oscuros</em> relata la historia de Libby Day (Charlize Theron), una mujer que sobrevivió al brutal asesinato de su familia cuando era niña. En la actualidad se ve obligada a enfrentarse nuevamente a ese traumático acontecimiento cuando una sociedad secreta, obsesionada con resolver crímenes, reabre el caso.</p>;Excelente película. Mas suspenso q drama. Recomendable;4;37:28.0
Lugares oscuros;2015;3;Drama-Misterio;113';<p>Basada en la novela de Gillian Flynn (<em>Perdida</em>), <em>Lugares Oscuros</em> relata la historia de Libby Day (Charlize Theron), una mujer que sobrevivió al brutal asesinato de su familia cuando era niña. En la actualidad se ve obligada a enfrentarse nuevamente a ese traumático acontecimiento cuando una sociedad secreta, obsesionada con resolver crímenes, reabre el caso.</p>;Entretiene.;3;32:08.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Excelente, muy recomendable. Muy buena fotografía, y la actuación de Hellen  Mirren que nunca defrauda.;5;48:42.0
La dama de oro;2015;4;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Me gustó. Muy buena actuación de la actriz.;4;50:36.0
La dama de oro;2015;3;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;me gustó. Creo que lo del cuadro es la excusa para tratar un tema mayor. Vale la pena verla.;3;27:07.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Excelente de todo punto de vista!!!!!!!! Muy recomendable;5;13:30.0
La dama de oro;2015;4;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;"rebuena peli, queda planteada la discusión si la propiedad privada tiene derecho a prevalecer sobre la cultura y riqueza de la propiedad pública de todo un país, remarcado con la frase ""es la Gioconda de Austria"".";4;46:17.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Julia, en España para proteger el idioma pasan todas las películas dobladas al español, en URUGUAY el 99.9% de las películas por suerte las pasan en su idioma original, con subtítulos en español, sin dudas se pierde mucho en los doblajes, en lo relacionado a comunicación emocional en especial.;5;41:59.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;"Buenísima película desde todo punto de vista, tremenda actriz, buen actor también el ""abogado"", un placer.";5;38:33.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Excelente peli, muy buena historia, movilizadora!!!;5;47:57.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;"Excelente pelìcula, magistralmente interpretada por Helen Mirren se destaca,, como en su papel de ""La Reina"" y Ryan Reynolds como su abogado. No se la pierdan!! Te atrapa del principio al fin ! y ademàs es una historia real.";5;54:28.0
La dama de oro;2015;4;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Muy buena pelicula.  Helen Mirren impresionante y -para mi sorpresa- una excelente actuación de Ryan Reynolds. Emotiva y atrapante.  Diría que la mejor que he visto en lo que va del 2015.;4;55:31.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Hacia tiempo que no veía una película tan buena en todo sentido Ryan Reynolds en un papel totalmente distinto y lo bueno es que el mundo no se olvide de las nefastas vivencias de los Dictadores en este caso los Nazis y la SS;5;55:45.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Excelente pelicula, magistralmente interpretada. Uno se engancha de principio a fin. Basada en una historia real nos lleva al pasado nazi, hasta con algun toque de humor. Muy recomendable.;5;55:03.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Excelente desde todo punto de vista: interpretaciones, puesta en escena, temàtica, mensaje. Imperdible.;5;18:50.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Me gustó mucho. La recomiendo. Impecable trabajo de Helen Mirren y de Ryan Reynolds, a quien le dieron la oportunidad de lucirse más allá de la comedia romántica y la acción. En otro orden de cosas, agradezco a Life Cinemas la promo 2x1 con las tarjetas del Brou, y la posibilidad de adquirir las entradas con anticipación por internet.;5;25:59.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Buenísima !;5;34:23.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Excelente pelicula;5;39:36.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Exelente!!!!!!!!!!!! real en todo, es como revivir la vida de mis antepasados, muestra la cruel y delictiva forma de actuar del regimen nazi y en realidad la poca o nula intención de reparar todos los atropellos perpetrados en la segunda gerra mundial por mas que a la vista de todos pareciera que lo estubieran haciendo. Hay que verla, una joyita;5;06:03.0
